timestamp,artist,artist_id,duration,genre,id,popularity,song
2018-07-13T22:45:52.012Z,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,214080,[],5cw7g1XATH9ghXX1Qm82BX,57,The Night Me and Your Mama Met
1531521737000,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,297404,[],7p4vHnYXkxlzvfePJVpcTr,64,Feels Like Summer
