timestamp,artist,artist_id,duration,genre,id,popularity,song
1531423036613,Chon,2JFljHPanIjYy2QqfNYvC0,41235,[],1uMrc6mtKxqd5wLVzasmYA,52,Can't Wait
1531422810000,The Carters,4fpTMHe34LC5t3h5ztK8qu,264853,[],1dvKnTtNmug3yIZi7oTEsY,44,APESHIT
1531412894000,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,310506,[],6ByRaaLxtbMFyIzQob2nDT,42,The Stranger
