timestamp,artist,artist_id,duration,genre,id,popularity,song
1531423372257,Tom Misch,1uiEZYehlNivdK3iQyAbye,79894,[],5w3yxRRxy5pvZdUvBJF6ve,63,South of the River
1531423313000,Tom Misch,1uiEZYehlNivdK3iQyAbye,357357,[],6pxElwU80zhjbCC77Vn8EI,63,Movie
1531423272000,Tom Misch,1uiEZYehlNivdK3iQyAbye,212044,[],7LNI08YZRk67lg7KaPABfg,61,Crazy Dream
1531423226000,Feed Me Jack,2eBmUbHKMQCAdD824cSiIL,154971,[],7eu5tkI2h0mtnbTo0HunoO,23,Humanzoo
